OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,PrimaryPropertyType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),SteamUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,ComplianceStatus,ComplianceIssue
198,2018,SEATTLE CHILDREN'S HOSPITAL  (MAIN CAMPUS),Campus,2982800005,4800 SAND POINT WAY NE,SEATTLE,WA,98105,47.66231,-122.28146,NORTHEAST,1,1953,10,0,879000,879000,0,Hospital (General Medical & Surgical),19,281.9,280.3,252939408,251523536,500.7,502,Hospital (General Medical & Surgical),897371,NA,,NA,,31212440,106496845,1450267,145026700,0,7986.7,9.1,Compliant,No Issue
200,2018,Verity Credit Union,NonResidential,3026049024,11027 MERIDIAN AVE N,SEATTLE,WA,98133,47.70956,-122.3345,NORTHWEST,1,1996,3,0,55442,55442,0,Financial Office,77,84.9,84.1,3163540,3135920,172,171.2,Financial Office,28636,Parking,15385,Medical Office,8644,517392,1765340,13706,1370580,0,77.5,1.4,Compliant,No Issue
205,2018,BALLARD HIGH (SPS-DISTRICT),SPS-District K-12,3050700050,1418 NW 65TH ST,SEATTLE,WA,98117,47.67661,-122.37489,BALLARD,6,1999,2,0,242795,242795,0,K-12 School,78,31.2,30.4,7800045,7593424,80.2,78.3,K-12 School,249693,NA,,NA,,1936938,6608832,9846,984592,0,69.9,0.3,Compliant,No Issue
212,2018,AKI KUROSE MIDDLE (SPS-DISTRICT),SPS-District K-12,3332501090,3928 S GRAHAM ST,SEATTLE,WA,98118,47.54632,-122.28198,SOUTHEAST,1,1952,2,0,173185,173185,0,K-12 School,77,43.1,41,7462912,7095286,59.9,57.7,K-12 School,173185,NA,,NA,,425748,1452652,56426,5642633,0,303.6,1.8,Compliant,No Issue
214,2018,BOREN STEM K-8 (SPS-DISTRICT),SPS-District K-12,3438501230,5950 DELRIDGE WAY SW,SEATTLE,WA,98106,47.54862,-122.36214,DELRIDGE NEIGHBORHOODS,1,1963,1,0,145341,145341,0,K-12 School,84,36.3,34.6,4696668,4469764,60.6,58.5,K-12 School,129213,NA,,NA,,479370,1635611,28342,2834153,0,154.9,1.1,Compliant,No Issue
216,2018,RAINIER BEACH HIGH SCHOOL (SPS-DISTRICT),SPS-District K-12,3524049149,8815 SEWARD PARK AVE S,SEATTLE,WA,98118,47.52407,-122.26586,SOUTHEAST,2,1960,2,0,184125,184125,0,K-12 School,72,48.7,45.7,8920954,8383711,75.9,72.8,K-12 School,183357,NA,,NA,,761925,2599689,57840,5784022,0,314.1,1.7,Compliant,No Issue
217,2018,WHITMAN MIDDLE (SPS-DISTRICT),SPS-District K-12,3526039131,9201 15TH AVE NW,SEATTLE,WA,98117,47.69675,-122.3776,BALLARD,1,1959,1,0,160270,160270,0,K-12 School,95,29.5,27.8,5128972,4835158,44.3,42.2,K-12 School,173750,NA,,NA,,378272,1290663,35445,3544495,0,191.7,1.2,Compliant,No Issue
220,2018,SODO ROW,NonResidential,3573700006,4786 1ST AVE S,SEATTLE,WA,98134,47.55901,-122.33328,GREATER DUWAMISH,1,1937,1,0,234144,234144,0,Non-Refrigerated Warehouse,89,18.4,16.9,4309270,3954128,23,21.3,Non-Refrigerated Warehouse,234144,NA,,NA,,139241,475091,34790,3479038,0,186,0.8,Compliant,No Issue
223,2018,WESTWOOD VILLAGE - BLDG A,NonResidential,3624039009,2600 SW BARTON ST,SEATTLE,WA,98126,47.52254,-122.36627,DELRIDGE NEIGHBORHOODS,1,1966,1,0,64984,64984,0,Retail Store,69,42.5,42.4,2781845,2776261,108.4,109,Retail Store,65425,NA,,NA,,706146,2409370,3669,366891,0,25.9,0.4,Compliant,No Issue
224,2018,WESTWOOD VILLAGE - BLDG B (Includes QFC),NonResidential,3624039009,2600 SW BARTON ST,SEATTLE,WA,98126,47.52254,-122.36627,DELRIDGE NEIGHBORHOODS,1,1965,1,0,67745,67745,0,Retail Store,8,150.4,148.1,10191043,10041063,229.1,228,Retail Store,67782,NA,,NA,,822541,2806509,72346,7234554,0,391.7,5.8,Compliant,No Issue
225,2018,DENNY/ SEALTH CAMPUS (SPS-DISTRICT),SPS-District K-12,3624039032,2500 SW THISTLE ST,SEATTLE,WA,98106,47.52915,-122.36511,DELRIDGE NEIGHBORHOODS,1,2010,2,0,367884,367884,0,K-12 School,81,33,31.9,12125272,11738394,69.8,68.7,K-12 School,367884,NA,,NA,,2169460,7402198,43362,4336197,0,250.1,0.7,Compliant,No Issue
226,2018,ROXHILL ELEMENTARY SCHOOL(SPS-DISTRICT),SPS-District K-12,3624039057,9450 30TH AVE SW,SEATTLE,WA,98126,47.51778,-122.37074,DELRIDGE NEIGHBORHOODS,1,1958,1,0,46797,46797,0,K-12 School,78,48.5,45.8,2268118,2143212,77.2,73.3,K-12 School,46797,NA,,NA,,197775,674809,14684,1468403,0,79.8,1.7,Compliant,No Issue
227,2018,WASHINGTON MIDDLE (SPS-DISTRICT),SPS-District K-12,3646100540,2101 S JACKSON ST,SEATTLE,WA,98144,47.59796,-122.30415,CENTRAL,1,1963,3,0,136188,136188,0,K-12 School,86,34.5,33.2,4735538,4549906,60.5,59.1,K-12 School,137084,NA,,NA,,556736,1899582,26503,2650324,0,145.8,1.1,Compliant,No Issue
229,2018,KING (BRIGHTON) ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,3812400550,6725 45TH AVE S,SEATTLE,WA,98118,47.54174,-122.27691,SOUTHEAST,2,2004,2,0,67371,67371,0,K-12 School,71,32.2,31.4,2167818,2113420,68.9,68.1,K-12 School,67371,NA,,NA,,396455,1352706,7607,760714,0,44,0.7,Compliant,No Issue
231,2018,HAMILTON MIDDLE (SPS-DISTRICT),SPS-District K-12,4083301505,1610 N 41ST ST,SEATTLE,WA,98103,47.65708,-122.33803,LAKE UNION,4,2010,3,0,127776,127776,0,K-12 School,61,31.2,30.6,3995888,3921780,76.1,75.5,K-12 School,128025,NA,,NA,,929768,3172370,7494,749411,0,48.3,0.4,Compliant,No Issue
232,2018,SILVER CLOUD INN LAKE UNION,NonResidential,4088802955,1150 FAIRVIEW AVE N,SEATTLE,WA,98109,47.62972,-122.32906,LAKE UNION,3,1998,5,0,123920,93920,30000,Hotel,89,72.3,70.2,8965128,8702294,134.4,130.2,Hotel,123920,Parking,30000,Swimming Pool,0,1170989,3995414,47069,4706879,0,260.6,2.8,Compliant,No Issue
235,2018,COURTYARD BY MARRIOTT - SEATTLE,NonResidential,4088803586,925 WESTLAKE AVE N,SEATTLE,WA,98109,47.62782,-122.34045,MAGNOLIA / QUEEN ANNE,7,1998,7,0,207656,153315,54341,Hotel,79,76.2,74.7,10782328,10580551,149,146.9,Hotel,141591,NA,,NA,,1623491,5539351,50412,5041200,0,282.5,1.8,Compliant,No Issue
238,2018,CITY OF SEATTLE - NSC,Nonresidential COS,4310701070,9700 STONE AVE N,SEATTLE,WA,98103,47.70044,-122.34136,NORTHWEST,1,1957,2,0,91130,91130,0,Office,23,99.1,96.7,9342143,9116017,228.6,225,Office,57968,Distribution Center,32881,Parking,11850,1950331,6654529,24615,2461487,0,148.5,1.6,Compliant,No Issue
239,2018,GATEWOOD ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,4315700020,4320 SW MYRTLE ST,SEATTLE,WA,98136,47.54025,-122.3885,SOUTHWEST,1,1991,3,0,58118,58118,0,K-12 School,84,23.6,22.9,1395597,1352291,57.8,56.4,K-12 School,59014,NA,,NA,,319477,1090054,2622,262236,0,16.8,0.3,Compliant,No Issue
241,2018,HOTEL NEXUS - NORTHGATE,NonResidential,4468400005,2140 N NORTHGATE WAY,SEATTLE,WA,98133,47.70916,-122.33216,NORTHWEST,5,1968,4,0,64893,64893,0,Hotel,42,111.6,112.4,7238943,7292784,193.2,194.4,Hotel,64893,NA,,NA,,830657,2834203,44586,4458581,0,244.4,3.8,Compliant,No Issue
243,2018,VAN ASSELT (OLD) SCHOOL (SPS-DISTRICT),SPS-District K-12,5129000050,7201 BEACON AVE S,SEATTLE,WA,98108,47.53809,-122.29591,GREATER DUWAMISH,1,1925,1,0,70762,70762,0,K-12 School,75,48.5,45.4,3385280,3163248,63.8,60.2,K-12 School,69739,NA,,NA,,146998,501556,26617,2661692,0,142.7,2,Compliant,No Issue
250,2018,SILVER CLOUD INN SEATTLE,NonResidential,7666206720,1046 1ST AVE S,SEATTLE,WA,98134,47.59269,-122.33372,GREATER DUWAMISH,1,2005,9,0,168449,153882,14567,Hotel,67,84.7,88.2,12214558,12713875,163.5,168.2,Hotel,135006,Parking,20600,Food Service,9216,1826797,6233031,64808,6480842,0,360.8,2.3,Compliant,No Issue
273,2018,HIGHLAND PARK SCHOOL (SPS-DISTRICT),SPS-District K-12,7972603210,1012 SW TRENTON ST,SEATTLE,WA,98106,47.52518,-122.34828,DELRIDGE NEIGHBORHOODS,1,1999,1,0,71714,71714,0,K-12 School,62,36.5,35.6,2616138,2551974,84.5,83.1,K-12 School,71714,NA,,NA,,549857,1876111,6759,675863,0,40.9,0.6,Compliant,No Issue
279,2018,WEST SEATTLE HIGH SCHOOL (SPS-DISTRICT),SPS-District K-12,8702100050,3000 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.57678,-122.38459,SOUTHWEST,1,2002,2,0,208981,208981,0,K-12 School,75,41.6,40.2,8693264,8394099,82.9,81.4,K-12 School,208981,NA,,NA,,1372010,4681298,37128,3712799,0,209.7,1,Compliant,No Issue
282,2018,HOTEL DECA,NonResidential,8817400055,4507 BROOKLYN AVE NE,SEATTLE,WA,98105,47.66151,-122.31457,NORTHEAST,4,1931,16,0,106860,106860,0,Hotel,98,44.4,44.4,4748693,4748693,83.7,83.7,Hotel,106860,NA,,NA,,663282,2263118,24856,2485575,0,138.1,1.3,Compliant,No Issue
284,2018,UNIV CONGREGATIONAL CHURCH,NonResidential,8823902255,4505 16TH AVE NE,SEATTLE,WA,98105,47.66182,-122.31113,NORTHEAST,1,1952,2,0,56772,56772,0,Worship Facility,32,52.6,50.3,2988264,2854866,91.4,89,Worship Facility,56772,NA,,NA,,343783,1172987,16819,1681879,0,92.5,1.6,Compliant,No Issue
285,2018,UNIVERSITY PRESBY CHURCH,NonResidential,8823902325,4550 15TH AVE NE,SEATTLE,WA,98105,47.6626,-122.31164,NORTHEAST,1,1952,3,0,87250,87250,0,Worship Facility,38,53.8,51.3,5544299,5288594,93.9,91.5,Worship Facility,103000,NA,,NA,,648413,2212385,30762,3076210,0,169.3,1.9,Compliant,No Issue
286,2018,ROOSEVELT HIGH (SPS-DISTRICT),SPS-District K-12,8826900005,1410 NE 66TH ST,SEATTLE,WA,98115,47.67723,-122.31281,NORTHEAST,4,2006,3,0,269297,269297,0,K-12 School,86,32.9,32,9041398,8796811,72,71,K-12 School,274673,NA,,NA,,1720015,5868691,29281,2928120,0,171.2,0.6,Compliant,No Issue
287,2018,BRYANT ELEMENTARY (SPS-DISTRICT),SPS-District K-12,8827900180,3311 NE 60TH ST,SEATTLE,WA,98115,47.67184,-122.29221,NORTHEAST,1,2001,3,0,75174,75174,0,K-12 School,70,34.4,33.2,2588534,2495373,69.1,67.8,K-12 School,75174,NA,,NA,,414835,1415417,10800,1079956,0,61.1,0.8,Compliant,No Issue
289,2018,FRANTZ H COE ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,9270200005,2424 7TH AVE W,SEATTLE,WA,98119,47.64052,-122.3656,MAGNOLIA / QUEEN ANNE,7,2003,3,0,75214,75214,0,K-12 School,34,51.9,50.2,3901101,3776792,97.9,96.2,K-12 School,75214,NA,,NA,,547454,1867914,19089,1908878,0,106.4,1.4,Compliant,No Issue
290,2018,MADISON MIDDLE (SPS-DISTRICT),SPS-District K-12,9278300005,3429 45TH AVE SW,SEATTLE,WA,98116,47.57298,-122.39028,SOUTHWEST,1,2005,3,0,134918,134918,0,K-12 School,82,27.7,26.8,3782666,3664512,67.2,65.6,K-12 School,136725,NA,,NA,,856742,2923204,7413,741308,0,47.2,0.3,Compliant,No Issue
291,2018,THURGOOD MARSHALL (SPS-DISTRICT),SPS-District K-12,9344400300,2401 S IRVING ST,SEATTLE,WA,98144,47.59096,-122.29985,CENTRAL,1,1991,2,0,64414,64414,0,K-12 School,62,31.8,30.6,2074696,1998084,88.9,85.7,K-12 School,65310,NA,,NA,,585605,1998084,0,0,0,5.3,0.1,Compliant,No Issue
292,2018,"MARSHALL, JOHN (SPS-DISTRICT)",SPS-District K-12,9528103775,520 NE RAVENNA BLVD,SEATTLE,WA,98115,47.67725,-122.32232,NORTHWEST,6,1927,3,0,92437,92437,0,K-12 School,50,62.6,58.8,5784962,5436946,80.3,76.4,K-12 School,92437,NA,,NA,,226211,771831,46651,4665115,0,249.8,2.7,Compliant,No Issue
297,2018,LAKE CITY COURT,Multifamily MR (5-9),3993000000,12738 33RD AVE NE,SEATTLE,WA,98125,47.72232,-122.29181,NORTH,5,2009,6,0,56745,56745,0,Multifamily Housing,45,65.6,64.5,2866591,2817715,139,136.9,Multifamily Housing,43673,NA,,NA,,505886,1726084,10916,1091631,0,62.6,1.1,Compliant,No Issue
300,2018,CLEVELAND HIGH SCHOOL (SPS-DISTRICT),SPS-District K-12,7549802085,5511 15TH AVE S,SEATTLE,WA,98108,47.55237,-122.31391,GREATER DUWAMISH,2,2007,3,0,204961,204961,0,K-12 School,83,38.1,36.7,7800444,7519485,74.3,72.9,K-12 School,204961,NA,,NA,,1179868,4025710,34938,3493775,0,196.3,1,Compliant,No Issue
313,2018,ELLIOTT PARK BUILDING,NonResidential,7666202190,201 ELLIOTT AVE W,SEATTLE,WA,98119,47.61972,-122.36033,MAGNOLIA / QUEEN ANNE,1,1927,5,0,190000,151000,39000,Medical Office,3,160.7,159.2,25156402,24917564,358.5,356.9,Medical Office,146741,Office,9805,NA,,4974480,16972926,79446,7944638,0,467.2,3.1,Compliant,No Issue
314,2018,EDGEWATER INN,NonResidential,7666202317,2411 ALASKAN WAY,SEATTLE,WA,98121,47.61235,-122.3518,DOWNTOWN,1,1961,4,0,122309,122309,0,Hotel,10,196.6,193.8,24042268,23702870,295.6,293.7,Hotel,122309,NA,,NA,,1848256,6306249,173966,17396620,0,940.8,7.7,Compliant,No Issue
316,2018,SEATTLE WATERFRONT MARRIOTT,NonResidential,7666202345,2100 ALASKAN WAY,SEATTLE,WA,98121,47.61069,-122.34653,DOWNTOWN,1,2003,8,0,254273,215473,38800,Hotel,38,102.6,102.6,26090486,26078350,193.7,194.3,Hotel,254273,Parking,38757,NA,,3690390,12591611,134867,13486739,0,749.9,3.5,Compliant,No Issue
322,2018,KIRO RADIO & TELEVISION,NonResidential,656000005,2807 3RD AVE,SEATTLE,WA,98121,47.61757,-122.35122,DOWNTOWN,7,1968,3,0,100734,74003,26731,Office,43,98.2,97.7,9890057,9838442,274.9,273.5,Office,100734,Parking,26731,NA,,2883483,9838444,0,0,0,26.3,0.4,Not Compliant,Default Data
323,2018,GRANGE OFFICE PLAZA,NonResidential,656000045,200 CEDAR ST,SEATTLE,WA,98121,47.61703,-122.35012,DOWNTOWN,1,1981,4,0,77662,59158,18504,Office,61,69.6,69.7,4323272,4326897,175.4,177.2,Office,62108,Parking,17570,NA,,1082283,3692750,6341,634149,0,43.5,0.7,Compliant,No Issue
324,2018,FOURTH & BATTERY BUILDING,NonResidential,656000480,2401 4TH AVE,SEATTLE,WA,98121,47.61619,-122.34599,DOWNTOWN,1,1978,12,0,234000,212210,21790,Office,44,74,73.7,15435140,15370485,202.9,202.5,Office,174783,Laboratory,29952,Parking,22498,4368616,14905718,4648,464766,0,64.5,0.3,Compliant,No Issue
326,2018,WEST LAKE TOWER OFFICE BUILDING,NonResidential,9301500000,1601 5TH AVE,SEATTLE,WA,98101,47.61192,-122.33717,DOWNTOWN,1,1989,25,0,516342,389150,127192,Office,75,57.4,57.4,22539646,22539646,160.7,160.7,Office,392829,Parking,127192,NA,,6605992,22539645,0,0,0,60.2,0.2,Compliant,No Issue
327,2018,NORDSTROM DOWNTOWN,NonResidential,659000070,500 PINE ST,SEATTLE,WA,98101,47.61229,-122.33629,DOWNTOWN,7,1925,10,0,693450,693450,0,Retail Store,86,53.8,54.2,37276188,37596404,144.1,145.4,Retail Store,361107,Office,332343,NA,,10277660,35067376,25208,2520808,8213,227.9,0.3,Compliant,No Issue
328,2018,CENTURYLINK: SEATTLE BELL PLAZA,NonResidential,659000165,1600 7TH AVE,SEATTLE,WA,98101,47.61316,-122.3343,DOWNTOWN,7,1976,33,0,791396,791396,0,Office,81,79,77.7,45400912,44657524,220.7,217.1,Office,534683,Parking,77625,Lifestyle Center,17454,13045320,44510632,1469,146897,0,126.6,0.2,Compliant,No Issue
329,2018,1700 SEVENTH BUILDING,NonResidential,659000235,1700 7TH AVE,SEATTLE,WA,98101,47.61399,-122.33523,DOWNTOWN,7,2000,23,0,747747,542671,205076,Office,86,53.4,53,29462332,29231780,140.6,139.4,Office,542461,Parking,219045,Restaurant,9337,7743917,26422245,28095,2809534,0,219.7,0.4,Compliant,No Issue
330,2018,LLOYD BUILDING,NonResidential,659000350,603 STEWART ST,SEATTLE,WA,98101,47.61356,-122.33665,DOWNTOWN,7,1926,10,0,63409,55652,7757,Office,79,66.1,63.2,3400776,3249748,119.8,116.3,Office,45260,Retail Store,6187,NA,,380335,1297703,0,0,1952045,107.2,1.9,Compliant,No Issue
331,2018,TOWER BLDG,NonResidential,659000365,1809 7TH AVE,SEATTLE,WA,98101,47.61375,-122.33566,DOWNTOWN,1,1930,17,0,204790,174790,30000,Office,92,42.4,41.5,7373700,7213934,98.5,97.5,Office,142034,Other - Recreation,17070,Retail Store,14666,1569516,5355189,18587,1858746,0,113,0.6,Compliant,No Issue
333,2018,PLAZA 600 BUILDING,NonResidential,659000555,600 STEWART ST,SEATTLE,WA,98101,47.61402,-122.33712,DOWNTOWN,7,1969,20,0,265851,233517,32334,Office,79,73.9,71.4,16739673,16176061,142.9,139.9,Office,226454,Parking,29214,NA,,2243888,7656146,0,0,8519914,473.4,2,Compliant,No Issue
334,2018,WEST 8TH,NonResidential,659000750,2001 8TH AVE,SEATTLE,WA,98121,47.61578,-122.33726,DOWNTOWN,7,2009,25,0,758043,529375,228668,Office,95,38.2,37.9,22281528,22101578,106.9,106,Office,582725,Parking,191082,NA,,6457550,22033161,684,68420,0,62.4,0.1,Compliant,No Issue
335,2018,DENNY BUILDING,NonResidential,660000080,2200 6TH AVE,SEATTLE,WA,98121,47.61641,-122.34112,DOWNTOWN,1,1968,12,0,190642,190642,0,Office,88,45.3,44.7,8626160,8505346,104.3,104.2,Office,190437,Parking,48500,NA,,1763979,6018696,0,0,2486650,148.3,0.8,Compliant,No Issue
336,2018,1918 EIGHTH AVE,NonResidential,660000650,1918 8TH AVE,SEATTLE,WA,98101,47.61555,-122.33582,DOWNTOWN,1,2009,36,0,824887,669915,154972,Office,88,53.9,53.9,40082292,40082292,150.6,150.6,Office,743562,Parking,161119,NA,,11708810,39950460,1318,131828,0,113.6,0.2,Compliant,No Issue
337,2018,1800 9TH AVENUE BUILDING,NonResidential,660001135,1800 9TH AVE,SEATTLE,WA,98101,47.61516,-122.33303,DOWNTOWN,7,1990,16,0,480840,339240,141600,Office,87,52.7,52.4,17891800,17778516,147.1,146.2,Office,311736,Parking,123356,Fitness Center/Health Club/Gym,18239,5178783,17670008,1085,108510,0,52.9,0.2,Compliant,No Issue
341,2018,DEXTER HORTON BUILDING,NonResidential,939000260,710 2ND AVE,SEATTLE,WA,98104,47.6036,-122.33288,DOWNTOWN,7,1922,15,0,388934,388934,0,Office,93,31.7,31.5,12337391,12244048,84.4,84.2,Office,388934,NA,,NA,,3303580,11271815,0,0,972232,81.8,0.2,Compliant,No Issue
342,2018,EXCHANGE BUILDING,NonResidential,939000335,821 2ND AVE,SEATTLE,WA,98104,47.60403,-122.33497,DOWNTOWN,1,1929,22,1,384302,384302,0,Office,96,32.3,31.6,12872435,12621891,90.3,88.5,Office,367167,Other - Utility,21060,Other,10885,3699265,12621892,0,0,0,33.7,0.1,Compliant,No Issue
343,2018,NORTON BUILDING,NonResidential,939000355,801 2ND AVE,SEATTLE,WA,98104,47.6037,-122.33447,DOWNTOWN,7,1958,17,0,378525,293925,84600,Office,69,88,87.1,21742482,21518590,185.2,185.1,Office,247161,Parking,83311,NA,,3644628,12435471,0,0,9083118,516.1,1.8,Compliant,No Issue
345,2018,999 THIRD AVE,NonResidential,939000435,999 3RD AVE,SEATTLE,WA,98104,47.60505,-122.33427,DOWNTOWN,7,1983,47,0,1323055,1323055,0,Office,88,,39.8,,43379748,,111.5,Office,1088855,Parking,272682,NA,,12701650,43338030,0,0,0,115.7,0.1,Compliant,No Issue
346,2018,1000 2ND AVENUE BUILDING,NonResidential,939000475,1000 2ND AVE,SEATTLE,WA,98104,47.60567,-122.33511,DOWNTOWN,7,1986,41,0,589921,460489,129432,Office,83,42.7,42.7,20270056,20270056,119.6,119.6,Office,463982,Parking,142792,Pre-school/Daycare,10476,5940813,20270054,0,0,0,54.1,0.1,Compliant,No Issue
348,2018,1101 SECOND AVE OFFICE BUILDING,NonResidential,942000025,1101 2ND AVE,SEATTLE,WA,98101,47.60581,-122.33664,DOWNTOWN,1,1968,8,0,147672,87315,60357,Office,68,53.7,53.7,4685470,4685470,150.3,150.3,Office,87315,Parking,60357,NA,,1373233,4685471,0,0,0,12.5,0.1,Compliant,No Issue
349,2018,2ND & SENECA BLDS,NonResidential,942000030,1191 2ND AVE,SEATTLE,WA,98101,47.60614,-122.33674,DOWNTOWN,7,1991,29,0,635303,438072,197231,Office,88,31.2,30.9,16311605,16144664,86.8,86,Office,522667,Parking,194435,NA,,4682245,15975820,0,0,168846,51.6,0.1,Compliant,No Issue
351,2018,1111 3RD AVE BUILDING,NonResidential,942000050,1111 3RD AVE,SEATTLE,WA,98101,47.60655,-122.33533,DOWNTOWN,7,1980,34,0,776762,614158,162604,Office,78,55.3,55,31740886,31574988,153.4,152.6,Office,574358,Parking,154947,NA,,9128520,31146510,4285,428478,0,105.9,0.2,Compliant,No Issue
352,2018,ABRAHAM LINCOLN BUILDING,NonResidential,942000140,1110 3RD AVE,SEATTLE,WA,98101,47.60671,-122.33456,DOWNTOWN,1,1972,14,0,186768,162993,23775,Office,79,56.4,56.1,10316254,10246881,133.7,134,Office,182540,Parking,33671,Data Center,240,2234149,7622916,0,0,2623964,159.8,1,Compliant,No Issue
353,2018,SAFECO PLAZA / 1001 FOURTH AVENUE,NonResidential,942000300,1001 4TH AVE,SEATTLE,WA,98104,47.60615,-122.33388,DOWNTOWN,7,1969,49,0,1123435,754455,368980,Office,75,58.7,57.5,53282736,52212944,147.7,145.7,Office,895147,Parking,234689,Food Sales,12599,12974130,44267732,79452,7945228,0,540.1,0.7,Compliant,No Issue
354,2018,FOURTH & MADISON ( IDX TOWER),NonResidential,942000345,925 4TH AVE,SEATTLE,WA,98104,47.60549,-122.33319,DOWNTOWN,7,2002,37,0,1052469,888049,164420,Office,86,45.7,45.7,40743792,40666580,128.1,127.9,Office,764476,Parking,185581,Financial Office,103478,11918690,40666570,0,0,0,108.6,0.1,Compliant,No Issue
355,2018,901 FIFTH AVENUE,NonResidential,942000365,901 5TH AVE,SEATTLE,WA,98104,47.60616,-122.33165,DOWNTOWN,1,1973,42,0,711611,540589,171022,Office,83,63.2,62.5,37887156,37470376,173,171.3,Office,581558,Parking,189600,Retail Store,18026,10580640,36101144,0,0,1369237,169.2,0.3,Compliant,No Issue
357,2018,SEATTLE MUNICIPAL TOWER,Nonresidential COS,942000720,700 5TH AVE,SEATTLE,WA,98104,47.60501,-122.32988,DOWNTOWN,1,1990,63,0,1354987,1195387,159600,Office,91,39.6,39.6,48482004,48482004,110.8,110.8,Office,1222878,Parking,275949,NA,,14171990,48354830,1272,127185,0,135.8,0.1,Compliant,No Issue
359,2018,CITY HALL,Nonresidential COS,942000810,600 4TH AVE,SEATTLE,WA,98104,47.60377,-122.32971,DOWNTOWN,1,2003,8,0,199530,168870,30660,Office,52,76.8,75.2,14133259,13848098,167.8,167.3,Office,184042,Parking,17774,NA,,2720869,9283605,45645,4564494,0,267.2,1.6,Compliant,No Issue
360,2018,CHINOOK BLDG - KING COUNTY,NonResidential,942001105,401 5TH AVE,SEATTLE,WA,98104,47.60249,-122.32854,DOWNTOWN,7,2006,13,0,372242,319539,52703,Office,96,47.5,47.4,13495387,13477064,116.5,117.2,Office,276506,Parking,55153,Pre-school/Daycare,5638,3207911,10945392,25317,2531671,0,163.7,0.5,Compliant,No Issue
363,2018,UNIVERSITY BOOK STORE,NonResidential,1142000075,4326 UNIVERSITY WAY NE,SEATTLE,WA,98105,47.66024,-122.31278,NORTHEAST,4,1978,2,0,89200,89200,0,Retail Store,27,66.2,66.2,5907532,5908402,172.7,173.5,Retail Store,89200,NA,,NA,,1553319,5299924,6085,608476,0,46.5,0.5,Compliant,No Issue
364,2018,UW TOWER BLDG COMPLEX,NonResidential,1142000280,4333 BROOKLYN AVE NE,SEATTLE,WA,98105,47.66072,-122.31466,NORTHEAST,1,1971,23,0,474546,474546,0,Office,68,61.1,59.8,28992470,28358852,171.1,167.3,Office,474546,NA,,NA,,8311504,28358852,0,0,0,75.7,0.2,Compliant,No Issue
366,2018,UNIVERSITY DISTRICT BUILDING,NonResidential,1142000500,1107 NE 45TH ST,SEATTLE,WA,98105,47.661,-122.31626,NORTHEAST,4,1961,5,0,99005,99005,0,Office,67,51.2,49.6,4074448,3948797,110.3,108.7,Office,79555,NA,,NA,,753680,2571555,13772,1377242,0,80,0.8,Compliant,No Issue
367,2018,4311 11th Avenue NE,NonResidential,1142000530,4311 11TH AVE NE,SEATTLE,WA,98105,47.66065,-122.31689,NORTHEAST,4,2002,6,0,135051,90803,44248,Office,94,33.8,33.8,3243891,3243891,94.7,94.7,Office,95943,Parking,42500,NA,,950730,3243891,0,0,0,8.7,0.1,Compliant,No Issue
368,2018,4300 ROOSEVELT,NonResidential,1142000550,4300 ROOSEVELT WAY NE,SEATTLE,WA,98105,47.65999,-122.31741,NORTHEAST,4,2002,5,0,220649,137929,82720,Office,94,40,40,5825512,5825512,111.9,111.9,Office,145754,Parking,90000,NA,,1707360,5825512,0,0,0,15.6,0.1,Compliant,No Issue
370,2018,METROPOLITAN PARK I  (WEST) OFFICE BLDG,NonResidential,660002054,1100 OLIVE WAY,SEATTLE,WA,98101,47.61597,-122.33086,DOWNTOWN,7,1980,18,0,413715,349055,64660,Office,68,59.5,59.5,20718242,20718242,165.2,165.2,Office,348270,Parking,69634,NA,,5995183,20455564,2627,262677,0,68.6,0.2,Compliant,No Issue
371,2018,METROPOLITAN PARK NORTH BUILDING,NonResidential,660002381,1220 HOWELL ST,SEATTLE,WA,98101,47.6177,-122.3306,DOWNTOWN,1,2000,11,0,380312,184691,195621,Mixed Use Property,85,50.4,50.3,10302415,10292266,139.8,139.7,Parking,182820,Office,165558,Fitness Center/Health Club/Gym,39024,2977751,10160086,1322,132181,0,34.1,0.2,Compliant,No Issue
